cell	Gene_1	Gene_2	Gene_3	Gene_4	Gene_5	Gene_6	Gene_7	Gene_8	Gene_9	Gene_10
Cell_162	0.0365554885938764	0.726969581097364	1.68962898140308	0.438456650241278	1.9573513159994	5.17931254766881	2.18324545689393	4.64006484346464	2.62669145059772	4.20377078920137
Cell_163	1.13410894037224	2.62243036518339	2.22847238963004	0.248415241134353	4.71848480554763	1.51103317225352	5.20832081220578	5.38650642836001	0.467105172341689	1.19664112804458
Cell_164	1.44533617596608	1.78833530435804	2.28848514833953	1.64632652420551	1.78489925595932	4.23371599963866	1.32714150147513	2.14636467443779	1.98875444219448	4.17265304282773
Cell_165	1.1926930929767	1.93412042350974	2.45661798515357	4.26505917985924	3.06533508689608	0.321657258900814	2.61099014873616	1.80099021305796	1.25203637813684	0.202063252101652
Cell_166	4.00452774984296	5.1093975250842	3.75888167542871	1.49800155614503	4.55561839649454	1.63003202073742	2.53245592664462	1.63314104778692	4.61991427920293	0.51757439028006
Cell_167	2.15778637002222	0.655092408647761	5.16275150026195	5.15397413133178	3.45500965032261	3.87979197350796	3.13428330072202	5.25640230637509	0.423768089851364	2.3653818895109
Cell_168	5.03840694914106	2.66859367012512	3.05036893382203	3.15402428153902	4.38047386938706	5.4546192107955	1.65249031805433	2.09131967904978	3.6721047781175	4.13257866329513
Cell_169	2.22798270534258	4.63616850879043	3.12688853219151	4.89913165394682	2.61620222532656	2.82313759252429	2.54068837524392	0.96763543994166	4.37235927535221	4.50921821710654
Cell_170	2.60014603438322	5.3504193717381	0.690906641422771	4.18762112571858	0.420078683528118	1.57671380543616	4.16397371550556	4.7831832106458	2.07464734255336	1.09477256529499
Cell_171	1.13922945503145	1.612176038092	4.54712776606902	0.406583018833771	4.96172960521653	1.18161317985505	3.70808256382588	1.02268579578958	2.86835633346345	3.76632057235111
Cell_172	3.49513432930689	3.96762664348353	4.61356064875145	2.53159780998249	2.55905467725825	3.01970557286404	3.41788223932963	0.511058922857046	0.335145074990578	1.63987166737206
Cell_173	0.97730734362267	4.79660441796295	4.05691796273459	1.2422246952774	3.60823403776158	3.23686320648994	0.79065324831754	2.40365828806534	4.41674039768986	5.29821259516757
Cell_174	0.590551653061993	0.498011158779263	1.8867784307804	3.81049380335025	4.12791211018339	1.38601357326843	5.18504170374945	1.91181595961098	5.47450615337584	1.83818940760102
Cell_175	3.09278540790547	1.70829052873887	1.84002910822164	2.45621555880643	4.7809451763751	5.37390824244358	4.82676265225746	2.26142867899034	4.90595289808698	2.22494748258032
Cell_176	3.2056313934736	5.42412403714843	4.6560103535885	2.51335794490296	4.0678999456577	5.38838466769084	2.46744839742314	0.706866969005205	1.85550838254858	4.53622162225656
Cell_177	4.28872213105205	4.73545779904816	0.73816927219741	1.87161581544206	3.01135438226629	3.72429723024834	4.74206415994558	5.40805720980279	2.15071484132204	1.84231331723277
Cell_178	1.39169612433761	3.79664504365064	4.51153744838666	4.5568755652057	1.64600017771591	4.68979889340699	0.852597541059367	1.57875659270212	1.29077755007893	5.14124010014348
Cell_179	1.84146547073033	3.80664541316219	2.17852379963733	0.408089798525907	2.52491060039029	0.325887568411417	1.92265034292359	2.63648358301725	2.59291331283748	2.11559409275651
Cell_180	2.72269863728434	0.682112883776426	3.100989190978	4.61432921525557	4.49815193819813	0.498854021308944	3.87218245107215	1.61450688797049	5.29374577105045	3.44137868075632
Cell_181	4.55701978923753	5.07914035278372	3.64536356169265	0.757030854583718	3.58476821088698	4.34161485696677	0.482073301333003	2.07913545612246	3.04647513211239	4.07689689623658
Cell_182	2.75757739169057	4.41717640822753	2.27821416012011	0.482449268572964	0.0869339731289074	2.59031303389929	5.32195096672513	2.39952498674393	4.6325288269436	4.41410802258179
Cell_183	0.0447370717301965	4.24287316342816	5.07086707581766	0.100867920089513	3.7178541328758	1.45777509757318	4.68964519316796	5.11481840605848	5.48360009037424	3.91586602595635
Cell_184	4.24109033925924	5.37481647159439	3.67935746244621	2.15729488013312	0.567770635825582	4.11291375593282	2.05250849330332	4.5477297216421	2.5849272981286	5.35973454359919
Cell_185	1.99180510477163	0.254221196752042	0.843852201709524	1.72342356678564	2.54015292215627	2.65938923542853	4.19546813855413	3.54585729446262	0.130206581554376	2.77657241828274
Cell_186	4.6701490211999	1.65811484272126	4.64172364200931	2.35453809786122	2.76493531826418	1.80471924785525	5.15628992812708	0.0249633160419762	1.51762655202765	0.172671485459432
Cell_187	0.0384769022930413	3.34864554798696	2.28272870206274	3.71822972747032	0.688135378411971	5.44107524817809	5.29547640692908	1.8523547865916	2.0374378253473	0.858474910142832
Cell_188	0.132445341907442	1.46593128319364	2.76500732207205	4.00372334790882	5.28800399112515	2.55627580895089	2.67014123208355	1.02709546172991	3.85693627863657	1.4234153755242
Cell_189	0.230014832457528	0.183763633132912	4.02783693757374	2.43775809695944	1.39087133447174	3.54251211392693	0.516124641988426	3.8755128897028	5.06352242745925	5.36809771135449
Cell_190	2.88593847933225	1.68870712444186	0.566456009284593	4.71316586679313	4.88789052749053	4.85716708609834	5.14943338383455	1.34567063802388	3.0258804820478	0.702622282551602
Cell_191	2.32572122197598	0.612891497788951	3.66646794206463	3.5264927764656	1.32237494236324	5.21174355165567	1.2287405480165	2.95664102083538	0.190341658890247	5.35519892605953
Cell_192	0.504153286688961	0.935035106376745	3.92163223016541	0.43038059619721	5.27567874558736	1.96166962105781	1.37497472157702	0.0117825188208371	4.72868947056122	0.988649719511159
Cell_193	2.81195038568694	0.91018161829561	4.95424054074101	4.35066849447321	2.57859472406562	1.68313823919743	0.0829283342463896	1.34277999657206	2.07264221680816	4.65757541707717
Cell_194	4.7926261909306	4.56395742425229	2.71659275202546	3.51831910596229	0.165300773689523	3.56090259819757	2.69697347132023	2.31984125077724	2.18952838587575	0.972305856528692
Cell_195	0.741541306255385	3.19103165203705	2.00521174690221	4.87606494186912	2.69851735676639	1.21207501133904	4.68127602210734	4.93230493692681	4.26387386769056	4.17317933600862
Cell_196	3.3050371450372	1.32958128547762	3.74141835095361	2.37294159014709	1.41010759328492	0.190196689567529	1.52245543000754	3.25476541765966	3.00873922952451	0.555669462890364
Cell_197	5.20179178356193	4.99565415421966	1.91993281512987	0.0569729771232232	4.00395089597441	5.02416396769695	0.593803977011703	3.04012640751898	3.23428712517489	0.78337192023173
Cell_198	3.9374249415705	4.61436412739567	5.04177992697805	0.662928881123662	0.379857952939346	0.883393365307711	4.28495710331481	1.59466111182701	4.81009291147348	3.10435760358814
Cell_199	0.381953143631108	2.13046484731603	2.54300959396642	3.06294043269008	2.14692306250799	3.18603626685217	3.50026864977553	1.6358097436605	0.30699222383555	0.527676951722242
Cell_200	0.731925967847928	1.28603760630358	2.9962054011412	5.39299407927319	2.20190677884966	3.92068434052635	0.399952633189969	2.82770250178874	5.11853770597372	0.0763907872606069
Cell_201	2.41368900577072	1.90054277284071	5.47861974034458	4.92752262682188	4.71383818576578	3.58916387637146	0.616399985388853	1.56162965949625	0.0143769686110318	2.47603055520449
Cell_202	1.01975446939468	4.96188268694095	4.10933184053283	2.40559952496551	0.159723548102193	5.25756112870295	0.414492399198934	5.46761741815135	0.601250296109356	5.08929630240891
Cell_203	0.587911114329472	3.33894900616724	0.675397022743709	3.85259950393811	1.99964685575105	0.530153803061694	0.566434563603252	4.83025691402145	3.50031459913589	4.56959832739085
Cell_204	0.411699899239466	1.68492255778983	3.47603672661353	0.181843437254429	3.58134668669663	1.7281320738839	0.0852230567252263	2.96635396417696	1.89032676967327	4.80512172775343
Cell_205	1.53786581743043	3.246754857013	3.66261897049844	1.69119333417621	4.49430744478013	3.9509494472295	0.381920960382558	1.21238904260099	2.62378968228586	5.20416872238275
Cell_206	3.12178010097705	4.01136350026354	1.04876802524086	0.173027311917394	4.55864957394078	1.40426615823526	2.05067036265973	0.401437248801813	4.86582645575982	4.81937808473594
Cell_207	4.80088198301382	2.89497100154404	1.93018348072655	4.37347139022313	2.76621168141719	1.946212965413	2.20435759238899	5.48182717524469	2.63971486850642	0.962699352763593
Cell_208	2.84163620031904	0.376443118439056	4.90974995540455	1.76222603314091	0.884202766581438	1.68682718963828	0.753285278682597	4.14144516107626	2.67485430825036	4.09635436942335
Cell_209	2.54540037445258	3.04647385794669	4.75856151315384	5.2544679986313	3.03945903794374	2.84977689874358	2.60126613616012	3.62012016866356	0.252873764606193	4.5559997651726
Cell_210	2.75330293201841	5.25716415501665	5.12598025123589	1.60191501653753	0.756933713215403	0.724009132012725	3.3126987622818	1.80906587396748	4.72684157046024	1.76197633636184
Cell_211	3.51178446714766	4.38942613068502	1.83479477791116	0.397715120110661	4.68466674862429	4.58938470308203	5.02324210433289	3.01131282397546	0.642730437684804	5.04362225788645
Cell_212	1.22684413997922	2.26821499050129	4.57155095622875	0.185591471847147	2.17269763920922	4.75984868430533	3.17839597747661	3.03365300036967	3.36717105796561	5.0603882628493
Cell_213	1.97274310828652	0.357527525513433	1.46833936288022	2.74784247379284	1.22772513912059	4.4324749559164	1.97605477506295	2.33470867970027	2.28808608860709	1.77408055320848
Cell_214	5.26764343027025	4.62726795556955	5.04242608777713	1.5029042243259	3.38716462836601	1.81662610860076	4.76227660512086	1.86560599075165	3.3208468419034	5.01488785317633
Cell_215	4.53343034652062	3.18949634896126	3.34968398278579	4.58707971812692	4.73474766232539	2.59643008443527	3.76159607863519	3.82441185845528	3.48526656266768	4.73493068246171
Cell_216	2.72716249560472	0.323780463309959	2.41438185737934	2.77808307169471	0.988235897384584	3.2394558097003	1.05409263563342	3.70264048047829	4.03461304167286	3.05280162219424
Cell_217	3.52515665045939	0.092498323880136	2.45170721737668	3.6318601469975	1.02174292213749	4.45613144664094	4.9871556943981	1.30834858701564	3.10967554477975	0.540715192211792
Cell_218	2.87545026442967	4.6153461211361	4.3913513784064	5.11695590545423	1.23907713335939	5.17442918021698	1.95439957862254	2.09051221911795	5.44245479186065	2.78708515223116
Cell_219	2.30661889270414	3.18234796181787	2.01518055424094	4.02973349543754	1.49455675249919	0.0305475885979831	0.665315251331776	3.03231992723886	3.8149207275128	2.7652663734043
Cell_220	4.07782199431676	4.94018084579147	0.711079833330587	1.5483514763182	2.7828541243216	4.60705766302999	3.83973118208814	2.34391945577227	1.92758373706602	0.290327484952286
Cell_221	0.719818955520168	2.79685056686867	2.0039294406306	1.3467534534866	0.541027598432265	4.36987337039318	1.4588444030378	4.28832346445415	3.59084457135759	5.44615400477778
Cell_222	3.37839908292517	4.88624275592156	5.0091116221156	4.20343810261693	2.22607844357844	4.92530072515365	2.19367030030116	4.63970476551913	2.45940097689163	5.36072525160853
Cell_223	4.10973980918061	1.70254912273958	3.05660857574549	0.13209954102058	2.35210575268138	2.21708825824317	1.52682897879276	0.220784125616774	2.28260603640229	4.16806867404375
Cell_224	1.16662579111289	2.89864540600684	0.980756401317194	4.82687892531976	0.30943156091962	0.28420231945347	0.991199400625192	2.32829673215747	2.00462745805271	1.50060594314709
Cell_225	3.4533870483283	4.15028574399184	5.32981731102336	5.20673759025522	3.13655223383103	3.57024528179318	0.803166716941632	1.03287679073401	2.05046258016955	3.24995144933928
Cell_226	5.40607579762582	1.64937372284476	2.88015019684099	1.16775156068616	0.0899164979346097	3.88003262819257	2.51731671369635	4.25796015223023	3.94161840400193	2.65342858200893
Cell_227	1.80452829331625	4.61491008882876	5.24569223937578	1.5740163467126	3.11385223048273	3.25423605367541	4.1749706401024	1.58671945601236	4.48937290837057	0.868991188704967
Cell_228	3.4260239826981	0.958430692786351	0.0386196690378711	2.5014815091854	5.31695789424703	4.87088831141591	2.58132627408486	0.658727267873473	2.25904860021546	3.2421981357038
Cell_229	2.63799425947946	2.87828667124268	3.72010510985274	3.32918187428731	1.29399120982271	5.21144147706218	4.82236767187715	4.56051164353266	0.736392497434281	3.13631666684523
Cell_230	4.26643544784747	3.33786696416792	5.22904847876634	0.848910535802133	1.43324557668529	4.86304631840903	0.300302567076869	1.05096907413099	5.189883840736	2.88889389578253
Cell_231	2.35825161472894	1.40951725759078	5.02278684685007	4.08156147855334	5.27820143871941	0.371706351754256	4.72157886659261	5.46057352924254	1.52896722219884	2.07126513693947
Cell_232	4.45969870081171	4.47957920853514	5.4871502899332	1.02691988169681	5.4447017388884	3.96411632723175	2.43169253808446	0.964091775123961	1.92758283938747	2.50512916257139
Cell_233	3.675295508001	5.4982843544567	1.81534418906085	1.45613719406538	2.37231947330292	2.38511098281015	0.00686727161519229	1.54085054097231	1.58767574746162	2.11765017616563
Cell_234	5.07144710037392	5.48531497269869	2.44968259369489	5.17140460282099	3.07879343838431	4.57881191943306	1.19799997389782	1.94731192244217	4.45058097597212	5.33077911403961
Cell_235	3.79284293961246	4.04270130977966	0.00870974978897721	1.61836442141794	4.65253133315127	4.0649438056862	3.01298438210506	1.99457105598412	4.22388918814249	0.894503511372022
Cell_236	1.64654892950784	0.555070249014534	3.35390354960691	2.07700397795998	4.51822977769189	4.45435796293896	4.5863625369966	1.36705595848616	3.92553942149971	2.52462265302893
Cell_237	4.71212103043217	0.428180265706033	3.39556984615047	4.13198853249196	0.890645171166398	1.39654615730979	1.98417279077694	4.68873933947179	3.32547211716883	3.85190442029852
Cell_238	5.09838828397915	0.461925880867057	0.685075228102505	2.65132172917947	4.80978012492415	5.08008401142433	4.20635974791367	3.50575098011177	2.69578207260929	4.18594836001284
Cell_239	3.47597017802764	0.939006825559773	0.26688280410599	3.11262434069067	5.49376894684974	3.56241610855795	2.51704242359847	4.3035474702483	3.68122921441682	2.37300431879703
Cell_240	0.6351218103664	2.81663137336727	4.87877190241124	2.07029510370921	0.712067953310907	3.58865921199322	2.03700879518874	2.9917802172713	3.39347396010999	1.93283147749025
Cell_241	2.9995295611443	1.32549323816784	2.7981937014265	3.81252844363917	2.11917451885529	4.08633865357842	0.740327214589342	3.38175102102105	3.0751050603576	3.05504966923036
Cell_242	1.17869759933092	2.37058308767155	2.85429548216052	0.363508463138714	4.18838119949214	1.68482583388686	4.71856504597235	0.374131612828933	4.87049628200475	0.892772511811927
Cell_243	2.90951972641051	0.0880406174110249	5.3573010523105	0.535440790350549	0.989830316626467	0.56658387533389	2.71746825240552	4.90593874652404	1.65200153144542	0.613424297538586
Cell_244	0.677111180266365	1.84495277644601	3.82123696536291	2.02829383220524	2.44561177515425	1.01513770350721	1.04251397564076	5.34269685449544	0.372538583003916	3.91596975072753
Cell_245	1.57397345534991	4.51632724981755	0.599443672574125	1.44199491781183	0.729908423149027	5.09842787275556	2.19227903941646	0.919570623897016	0.927291101193987	2.35245829063933
Cell_246	4.71684703906067	3.12680971447844	1.00189864938147	4.37875579588581	1.65764918574132	5.21593102999032	2.96812407358084	1.34851354756393	3.025302596041	4.78075605945196
Cell_247	1.79512067593168	0.0417230039602146	4.73945901100524	3.93702635564841	4.09070684190374	3.97214937082026	1.10697348811664	4.8120469681453	5.12958983331919	1.7032629782334
Cell_248	1.07001828157809	4.50657783460338	0.400806077057496	2.2187043139711	0.109617311158217	3.73474797059316	4.56695768493228	1.28195847687311	2.60063610668294	3.62901505664922
Cell_249	3.03969418234192	5.45646568818484	4.52090152772143	4.82651039562188	2.54986292147078	0.268870529485866	5.18030456698034	3.84117835259531	0.41241634148173	2.89322410884779
Cell_250	1.72996425884776	0.624881496885791	1.67447039857507	2.43194520834368	2.08520083571784	4.4031417586375	2.23704681405798	1.83120357070584	0.772626116406173	3.93021964596119
Cell_251	2.20255907869432	5.03732166218106	4.50894303701352	2.39112755737733	4.31592767906841	4.386487636948	3.60582871898077	1.35868377937004	4.21309494809248	4.46832870191429
Cell_252	0.902199622010812	1.7517816828331	0.186762798926793	1.80379970744252	5.42160160141066	3.20761116268113	1.20298457541503	0.946485539199784	0.456243281136267	2.20021144696511
Cell_253	2.42211545666214	1.7027824256802	2.89951347652823	1.65406434296165	1.25606290309224	4.76721369754523	4.52493949711788	4.49916037695948	3.75294930336531	0.60552640131209
Cell_254	2.62253650638741	5.33105057151988	5.25350372924004	4.12478265806567	5.37099872156978	4.08319217117969	4.10965835477691	0.346810460207053	3.42274111846928	5.01741853833664
Cell_255	1.08457759290468	2.75266242364887	2.25180799036752	3.04805605416186	1.77041338011622	3.67671985109337	5.22614873503335	1.22888682864141	1.25875107385218	4.50868032325525
Cell_256	3.15625568374526	1.4626947704237	3.28065672970843	4.63287880504504	3.47572869481519	2.77485609019641	3.1987621356966	2.15048589231446	1.98313245433383	0.794916423619725
Cell_257	0.426648911903612	3.12465212680399	4.19301905250177	3.93481044576038	2.16191362962127	0.080384427215904	2.20743992214557	1.21559719974175	4.41255274263676	0.139258156064898
Cell_258	3.37554873456247	1.66673113533761	3.079111257568	2.68143181537744	4.40779433946591	0.277781957294792	4.40961135609541	3.99446795810945	5.25663351174444	1.75306175323203
Cell_259	3.81268446170725	3.29271653899923	1.45108561625239	0.977843565051444	0.752842075191438	0.0847720507299528	0.553128964733332	2.46586076903623	0.00859949667938054	3.47672747296747
Cell_260	0.574347936781123	5.20831064705271	2.96855071547907	1.80270945571829	0.668483940069564	0.306019461713731	0.033697149483487	4.08293954702094	3.24718566588126	3.16549362451769
Cell_261	0.916413401369937	4.66500809171703	4.27118214918301	2.35438881558366	1.8321625321405	4.04920354252681	0.783301230287179	5.33973180560861	0.129276252351701	1.23853753507137
Cell_262	0.857773625990376	0.373322411323898	4.68213646428194	4.551046750159	2.23638159839902	3.12351910409052	1.34516769472975	0.560733101097867	1.95482667640317	0.169261410832405
Cell_263	1.92955492262263	1.32867719768547	4.71477248088922	1.94810966926161	4.76024062023498	2.69452751113568	4.58413035236299	5.12392297433689	1.55333738017362	4.98934713518247
Cell_264	1.25755392538849	2.9783659724053	0.744010013178922	1.51843311428092	4.92277810757514	5.10235048853792	4.94605339097325	2.23892612522468	1.27011969243176	2.49011956108734
Cell_265	4.08954724739306	2.42731771001127	4.26521995780058	1.73017563589383	5.33455562591553	5.23384925338905	1.34357966680545	2.65203100407962	4.42732102226	2.01923637988511
Cell_266	4.47344221186358	1.76973133010324	0.598022721707821	2.0789741211338	0.615406239870936	0.189353408291936	5.28717571811285	4.15070791030303	2.71631882688962	2.25630615255795
Cell_267	3.12102626869455	0.728726126719266	4.57551860576496	3.33545187721029	3.31622259237338	0.822222082642838	2.35985988972243	0.892404696671292	3.1405553346267	2.53100836300291
Cell_268	1.16579162876587	2.18899728672113	3.50603436736856	5.30405254731886	3.77039183781017	1.60092028626241	1.88770186540205	1.09370215213858	3.72023946070112	1.40897062770091
Cell_269	5.22493634396233	5.10311341029592	1.94634124508593	2.59318571153563	3.76797091914341	3.4476509259548	5.07872755255084	5.43620367348194	2.88133598666172	1.89399512344971
Cell_270	2.52805843122769	4.00680232257582	0.707612555706874	1.54385869763792	3.7796218493022	2.00069841509685	4.64599327137694	0.325021557044238	4.12702383485157	0.154470157809556
Cell_271	2.37265910569113	1.38848651887383	0.621871939278208	0.964798921719193	0.705623018322513	5.24436110502575	2.59718132100534	2.18541868159082	2.91528944834135	1.80398963880725
Cell_272	3.97283978294581	1.38078427431174	4.82199358323123	4.72134525375441	4.15007528639399	3.03667492954992	2.97007477004081	1.35210527852178	3.69628727517556	3.45055250986479
Cell_273	4.16363341594115	2.75441735191271	3.06191721616779	4.53082128416281	3.07380540110171	3.01982458122075	4.55940867832396	0.489897837629542	3.40438015130349	0.934648201800883
Cell_274	4.29097187740263	3.25235147296917	4.3565736314049	5.10981871176045	3.09380166581832	1.94137434486765	1.15504582109861	4.7066144333221	3.52904442965519	1.71122236351948
Cell_275	2.25652857066598	1.3788042323431	1.63864651159383	4.06231236411259	5.37816462304909	1.60203755670227	1.37215599173214	0.910533147165552	5.41665717517026	1.42320793110412
Cell_276	0.707390799652785	3.54220563033596	4.42050062329508	0.955295183579437	1.53677790914662	5.19527124380693	3.43374711589422	5.49262909742538	4.6799601278035	2.53014620102476
Cell_277	4.61961840384174	0.0788389077642933	3.54323042067699	0.389669841970317	3.99405912251677	1.26428511738777	3.34642201999668	2.93936576833948	4.63968418934382	5.04059114318807
Cell_278	2.62159124703612	2.02050259965472	0.398545885109343	5.39308741351124	1.20714908675291	0.913750036503188	1.49182127753738	2.91454511787742	2.26101266581099	5.40939975017682
Cell_279	3.94689769763499	2.19066284154542	1.63194565626327	4.05831972172018	2.65564167976845	3.78314144839533	0.0837665572762489	2.33005254017189	4.64266261761077	4.15603439160623
Cell_280	2.7860845864052	1.88421760359779	1.50121592148207	2.0810562641127	3.05042463343125	3.56786980538163	4.95400461007375	3.82206482859328	5.07751213165466	0.239707957720384
Cell_281	3.49922619143035	4.68826401932165	4.30453137203585	0.256685761036351	4.95092861144803	0.954877102281898	0.256973337032832	5.05819085845724	0.482966569601558	0.846151805715635
Cell_282	2.3439932113979	3.87102274259087	0.462945719249547	1.53066895308439	1.11458692525048	4.06788093049545	4.75304550130386	3.447868013056	2.8958659588825	2.39912893762812
Cell_283	5.49000286904629	5.04727036203258	1.17666032619309	1.85625066922512	3.92745856347028	5.17831245565321	3.79415573237929	4.22330397728365	3.55275463254657	2.19182942539919
Cell_284	2.98706919001415	3.54880713787861	1.61008395534009	2.47905296459794	1.5897336070193	2.27060674165841	2.80074082780629	0.797620765399188	4.50967755960301	0.722653059870936
Cell_285	1.50294843211304	3.23106164450292	0.544261685805395	4.27549793280195	1.76497495023068	0.227623987942934	3.43763286154717	5.28531878616195	5.42129082023166	1.10803130432032
Cell_286	5.44572371966206	2.06528722145595	5.30241017590743	2.13789052492939	1.80763680429664	2.76272132282611	4.83686735609081	1.85831213230267	1.66371162387077	5.49788303067908
Cell_287	3.22514719015453	1.80754522187635	3.93945846520364	1.08091198210604	2.96370197844226	1.39172660827171	1.64574813749641	4.44467709655873	2.56071613810491	0.961291293380782
Cell_288	2.04527008603327	5.44666585954838	4.85903440089896	5.46580802858807	1.35398441681173	3.01590883568861	4.01295594999101	5.34283875557594	1.73444491054397	1.44364398275502
Cell_289	4.83926237141714	1.31728212384041	3.4738306181971	4.22253884526435	4.35387060092762	0.893031940911897	3.53052325965837	0.558183322660625	2.15198758174665	1.11350410722662
Cell_290	0.560565945925191	1.26938182627782	3.98460448009428	0.611447786097415	0.0271109434543177	4.7910294564208	1.94006217829883	0.0537300320575014	4.98512335016858	2.75898229447193
Cell_291	2.0340394154191	1.02757207397372	2.92180765874218	5.22029370034579	5.37998167297337	2.37668639642652	1.53880562155973	3.58328116603661	3.99242101155687	4.65907879429869
Cell_292	0.434709788649343	1.8940612123115	2.08793272892945	4.85872891615145	4.46954853693023	3.71676557406317	0.734150745673105	2.71835989051033	5.07394895225298	3.71836608881131
Cell_293	5.39750335167628	3.74243352294434	3.10969399136957	3.13201935286634	4.06110765773337	5.19935085857287	2.7485356903635	3.40426707966253	4.78785763157066	4.02773894974962
Cell_294	0.274345496552996	1.04510066646617	1.46302474860568	3.06264559586998	1.79166872159112	2.98739711160306	3.52095232880674	1.18483678321354	1.06859606166836	0.395001866854727
Cell_295	4.46119249041658	2.3892427115934	2.62465705233626	0.168007845641114	1.15200755314436	5.27322521212045	2.0338335755514	3.98317590728402	2.38718559604604	0.388324928702787
Cell_296	1.51211656525265	2.76606805284973	1.03116860962473	3.26464853063226	1.5595736016985	2.99630548141431	3.98326100874692	1.01115030632354	2.61308052064851	4.35331739403773
Cell_297	4.90696234849747	3.92160894430708	4.37391657219268	5.39020561310463	4.7208472636994	4.99777349643409	1.50108051544521	0.955081805004738	4.03393545444123	5.01975074561778
Cell_298	4.24182348907925	4.1250811573118	3.32784194243141	1.35068796575069	5.1840604476165	2.13035480421968	3.69851238082629	2.1687629041262	3.04142082028557	3.58137826039456
Cell_299	2.96341711212881	2.33475974365138	1.6504523572512	2.26672376715578	1.55090217420366	4.80724647268653	3.51521682878956	3.66324831615202	3.38689971843269	3.3815549032297
Cell_300	2.25756181532051	0.0648653451353312	2.58934037294239	1.64725806482602	3.16438486345578	4.91900306707248	0.114762880140916	3.12740567314904	3.91229013947304	5.33139631093945
